genome.genome_id	genome.genome_name	genome.genome_quality	genome.genome_status	genome.patric_cds	genome.genome_length	genome.checkm_completeness	genome.checkm_contamination	genome.contigs	genome.contig_n50	genome.contig_l50	genome.coarse_consistency	genome.fine_consistency
170187.12	Streptococcus pneumoniae TIGR4 [WGS]	Good	WGS	2046	2016795	99.1	0.8	218	14589	40	99.4	98.7
1095733.3	Streptococcus parasanguinis F0449	Good	WGS	1939	2082334	98.8	0.7	134	27382	23	98.9	98.5
857139.3	Streptococcus mutans A9	Good	WGS	1812	1868494	95.6	0	105	48656	15	98.5	98.2
1328.73	Streptococcus anginosus strain OM04-6BH	Good	WGS	1951	1893088	98.3	0.8	18	255088	2	99.6	99.3
1313.12160	Streptococcus pneumoniae strain SMRU1020	Good	WGS	2285	2144068	98.9	0.9	65	54273	14	99.5	99.2
1123298.3	Streptococcus caballi DSM 19004	Good	WGS	2151	2119915	99.5	0.9	63	73047	10	98.8	98.6
1076934.5	Streptococcus lutetiensis 033	Good	Complete	2020	1975547	99.5	0.9	1	1975547	1	99.5	98.6
1313.5835	Streptococcus pneumoniae strain 0270	Good	WGS	2266	2142165	99.5	1	113	38480	18	99.3	99
1313.6430	Streptococcus pneumoniae strain 0378	Good	WGS	2258	2131392	100	1.1	70	59992	11	99.5	99
28037.217	Streptococcus mitis strain UC5873	Good	WGS	1835	1835325	99.8	0.4	10	1375455	1	99.5	99.2
1313.6770	Streptococcus pneumoniae strain K01_01244	Good	WGS	2112	2036583	98.9	0.1	145	33821	21	99.2	98.6
1313.9897	Streptococcus pneumoniae strain SA152	Good	WGS	2253	2152470	99.5	0.2	156	21764	29	99.1	98.5
1313.8286	Streptococcus pneumoniae strain 2842STDY5753665	Good	WGS	2378	2175641	100	0.3	72	68584	9	99.4	98.5
1311.462	Streptococcus agalactiae strain ES-PW-195	Good	WGS	2154	2042854	100	0	81	44085	16	97.1	97.1
1282665.3	Streptococcus tigurinus 1366	Good	WGS	1842	1871850	99.8	0.4	14	759395	2	99.5	99.1
861455.3	Streptococcus sp. oral taxon 058 str. F0407	Good	WGS	1755	1847468	99.5	0.4	58	93460	7	99.4	99.3
1311.440	Streptococcus agalactiae strain BG-PW-031	Good	WGS	2098	2060834	100	0	20	159380	5	97.2	97
1311.435	Streptococcus agalactiae strain DE-PW-435	Good	WGS	2059	2034318	100	0	21	216015	4	97	97
1311.194	Streptococcus agalactiae strain ES-PW-033	Good	WGS	2172	2153115	100	0	40	112664	8	97.1	97
1311.469	Streptococcus agalactiae strain ES-PW-087	Good	WGS	2069	2057225	100	0	25	170645	5	97.2	97
1311.512	Streptococcus agalactiae strain IT-PW-0057	Good	WGS	2102	2074351	100	0	23	138845	5	97.1	97
1328.22	Streptococcus anginosus strain ChDC B695	Good	WGS	1842	1853716	98.3	0.1	2	1293982	1	99.4	99
257758.20	Streptococcus pseudopneumoniae strain 163_SPSE	Good	WGS	2194	2123243	99.3	0.3	145	28377	21	99.9	99
1715098.3	Streptococcus sp. HMSC074B11	Good	WGS	2180	2130501	99.8	0.5	101	141349	5	99.6	99.4
28037.262	Streptococcus mitis strain CCUG 61082	Good	WGS	2005	1989191	99.8	0.5	26	212515	4	99.7	99.4
1311.509	Streptococcus agalactiae strain IT-PW-0070	Good	WGS	2087	2059327	100	0	43	75198	7	97	96.9
1305.11	Streptococcus sanguinis strain I141	Good	WGS	2183	2228772	99.5	0.5	10	331769	3	99.9	99.6
1302.31	Streptococcus gordonii strain SK120	Good	WGS	2099	2164760	99.5	0.5	28	235294	3	99.9	99.6
1303.75	Streptococcus oralis strain 900_SORA	Good	WGS	2132	2098566	99.8	0.5	211	29391	22	99.7	99.3
1313.8141	Streptococcus pneumoniae strain 2842STDY5881949	Good	WGS	2209	2091317	100	0.5	31	130323	6	99.9	99.1
1297857.3	Streptococcus sp. CECT 7747	Good	WGS	1793	1884389	100	0.6	6	1192589	1	99.6	99.5
1311.428	Streptococcus agalactiae strain BE-PW-051	Good	WGS	2248	2155093	100	0	51	70393	10	97	96.7
1311.438	Streptococcus agalactiae strain BG-PW-074	Good	WGS	1944	1933219	100	0	31	96239	6	97.1	96.7
1257039.3	Streptococcus mutans KK23	Good	WGS	1849	1916191	97.8	0	37	134323	6	99.3	98.7
1855327.3	Streptococcus sp. NLAE-zl-C503	Good	WGS	1896	1938063	99.8	0.6	19	420031	2	99.8	99.6
864570.3	Streptococcus sp. oral taxon 071 str. 73H25AP	Good	WGS	1892	1976523	100	0.6	7	1963473	1	99.8	99.4
1739461.3	Streptococcus sp. HMSC062D07	Good	WGS	1773	1753374	99	0.4	18	233500	3	99.6	99.4
1313.13900	Streptococcus pneumoniae strain 37119	Good	WGS	2146	2039338	100	0.5	58	72038	8	99.8	98.9
1313.13899	Streptococcus pneumoniae strain 21295	Good	WGS	2131	2035286	100	0.5	60	62392	11	99.8	98.9
1313.6424	Streptococcus pneumoniae strain 0128	Good	WGS	2196	2122568	99	0.3	126	38789	18	99.2	98.9
1095726.3	Streptococcus sp. SK140	Good	WGS	1806	1902560	99.4	0.5	46	76842	8	99.6	99.3
1313.8082	Streptococcus pneumoniae strain 2842STDY5643744	Good	WGS	2241	2085395	99.7	0.5	30	156271	5	99.6	99
1313.8090	Streptococcus pneumoniae strain 2842STDY5881948	Good	WGS	2228	2092817	99.7	0.5	29	126460	5	99.8	99
857100.3	Streptococcus mutans M230	Good	WGS	1845	1917450	97.8	0	139	41569	16	98.7	98.4
1161413.3	Streptococcus sp. ACC21	Good	WGS	1976	2016050	98.3	0.3	44	69127	10	99.6	99.3
1328.24	Streptococcus anginosus strain J4206	Good	Complete	1953	2001352	98.3	0.3	1	2001352	1	99.6	99.3
1313.5274	Streptococcus pneumoniae ECC_3508	Good	WGS	2145	2114550	99.5	0.5	90	44583	15	99.4	99.1
706437.3	Streptococcus anginosus F0211	Good	WGS	1926	1993709	98.3	0.3	63	134311	6	99.6	99.2
257758.29	Streptococcus pseudopneumoniae strain 330_SPSE	Good	WGS	2198	2162940	100	0.6	209	34424	20	99.7	99
1257038.3	Streptococcus mutans KK21	Good	WGS	1967	2034595	100	0.7	2	1622660	1	99.6	99.4
936581.3	Streptococcus sp. CM7	Good	WGS	2020	2051293	98.3	0.3	35	177264	5	99.6	99.1
1313.6269	Streptococcus pneumoniae strain 23A	Good	WGS	2362	2150927	100	0.6	88	56189	13	99.6	98.9
712633.3	Streptococcus sp. oral taxon 431	Good	Complete	2055	2177905	99.8	0.7	1	2177905	1	99.7	99.5
857137.3	Streptococcus mutans NMT4863	Good	WGS	1847	1926604	100	0.7	97	53798	12	99.8	99.3
857106.3	Streptococcus mutans U2B	Good	WGS	1910	1960144	100	0.7	103	50994	12	99.6	99.3
1739263.3	Streptococcus sp. HMSC061D01	Good	WGS	2053	2018481	98.3	0.3	57	141612	5	99.6	99
1313.6445	Streptococcus pneumoniae strain 0310	Good	WGS	2277	2147764	99.5	0.5	92	40018	17	99.3	98.8
1313.6177	Streptococcus pneumoniae strain 34	Good	WGS	2232	2072088	99.7	0.5	39	142397	6	99.8	98.6
1095741.3	Streptococcus oralis SK610	Good	WGS	1865	1986816	99.8	0.2	31	142747	5	99.6	99.2
1095737.3	Streptococcus mitis SK579	Good	WGS	1863	1979452	99.9	0.2	82	58317	13	99.6	99.1
1313.13893	Streptococcus pneumoniae strain 41617	Good	WGS	2201	2071981	100	0.2	60	67896	10	99.8	99
1313.13885	Streptococcus pneumoniae strain 48565	Good	WGS	2151	2038526	100	0.2	67	66549	9	99.7	99
1313.7163	Streptococcus pneumoniae strain 2842STDY5643694	Good	WGS	2183	2054897	100	0.2	29	179571	5	99.5	99
1313.8466	Streptococcus pneumoniae strain 2842STDY5753676	Good	WGS	2158	2071975	100	0.2	44	192077	5	99.8	99
1307.451	Streptococcus suis strain LS8I	Good	WGS	2535	2388937	99.2	0	335	31962	23	99.3	98.8
1313.9906	Streptococcus pneumoniae strain SA106	Good	WGS	2221	2123447	99.5	0	150	23779	26	99.1	98.5
1313.7602	Streptococcus pneumoniae strain 2842STDY5753280	Good	WGS	2085	1986836	99.8	0.2	26	124169	4	99.5	99.1
1313.8073	Streptococcus pneumoniae strain 2842STDY5753771	Good	WGS	2250	2106515	100	0.2	35	102573	7	99.7	98.9
1313.8153	Streptococcus pneumoniae strain 2842STDY5753276	Good	WGS	2198	2064839	100	0.2	50	85277	10	99.3	98.9
1313.7652	Streptococcus pneumoniae strain 2842STDY5753321	Good	WGS	2278	2099662	100	0.2	57	74203	11	99.5	98.8
1313.6817	Streptococcus pneumoniae strain 19F	Good	WGS	2253	2124989	100	0.2	61	78790	11	99.3	98.7
1313.8005	Streptococcus pneumoniae strain 2842STDY5753150	Good	WGS	2289	2142247	100	0.2	48	104553	7	99.4	98.7
1313.8317	Streptococcus pneumoniae strain 2842STDY5644104	Good	WGS	2161	2042965	99.8	0.2	33	102229	6	99.6	98.8
170187.35	Streptococcus pneumoniae TIGR4	Good	Complete	2258	2163340	100	0.2	1	2163340	1	99.4	98.6
1313.9900	Streptococcus pneumoniae strain SA140	Good	WGS	2282	2164533	100	0.2	162	23136	29	99.2	98.6
1313.9910	Streptococcus pneumoniae strain SA153	Good	WGS	2287	2168166	100	0.2	150	24429	29	99.3	98.6
1313.7366	Streptococcus pneumoniae strain 2842STDY5753599	Good	WGS	2243	2103857	100	0.2	65	64798	11	99.4	98.6
1715107.3	Streptococcus sp. HMSC063B03	Good	WGS	2067	2017442	100	0.4	60	221523	4	99.9	99.5
170187.11	Streptococcus pneumoniae TIGR4	Good	Complete	2328	2160842	100	0.3	1	2160842	1	99.6	99
1313.5664	Streptococcus pneumoniae strain 6A	Good	WGS	2475	2247960	100	0.3	117	41008	16	99.7	99
1313.6411	Streptococcus pneumoniae strain 34	Good	WGS	2210	2065931	99.7	0.2	46	86194	7	99.8	98.8
1313.7639	Streptococcus pneumoniae strain 2842STDY5644478	Good	WGS	2230	2108566	99.8	0.2	49	90374	8	99.4	98.7
1330044.3	Streptococcus pneumoniae BHN427	Good	WGS	2252	2108487	99.1	0	76	79114	9	99.4	98.4
1715180.3	Streptococcus sp. HMSC077D04	Good	WGS	2152	2094169	100	0.4	116	164805	3	99.8	99.4
1313.7262	Streptococcus pneumoniae strain 2842STDY5643769	Good	WGS	2237	2117561	100	0.3	36	153612	5	99.7	98.9
1313.7560	Streptococcus pneumoniae strain 2842STDY5753812	Good	WGS	2323	2153378	100	0.3	39	105995	6	99.7	98.9
1313.7723	Streptococcus pneumoniae strain 2842STDY5881939	Good	WGS	2182	2057476	100	0.3	29	210546	4	99.4	98.9
1313.13835	Streptococcus pneumoniae strain SWU02	Good	Complete	2150	2092148	100	0.3	1	2092148	1	99.3	98.9
1739374.3	Streptococcus sp. HMSC070B09	Good	WGS	1966	1966998	100	0.5	30	187225	3	99.9	99.8
1313.6317	Streptococcus pneumoniae strain 362412	Good	WGS	2264	2080922	100	0.2	225	36881	17	99.3	98.4
1313.7202	Streptococcus pneumoniae strain 2842STDY5643689	Good	WGS	2296	2128289	99.9	0.3	42	89235	6	99.5	98.9
1313.7956	Streptococcus pneumoniae strain 2842STDY5644342	Good	WGS	2280	2112744	100	0.3	45	82344	8	99.3	98.8
1313.7638	Streptococcus pneumoniae strain 2842STDY5644404	Good	WGS	2338	2166522	99.9	0.2	39	97892	7	99.2	98.4
1313.9856	Streptococcus pneumoniae strain 9029	Good	WGS	2148	2067424	99.5	0.2	136	24456	26	99.2	98.7
864567.3	Streptococcus mitis ATCC 6249	Good	WGS	1776	1915891	100	0.5	8	1905116	1	99.9	99.6
1313.7989	Streptococcus pneumoniae strain 2842STDY5881916	Good	WGS	2246	2117577	99.8	0.2	48	78586	9	99.3	98.4
1161416.3	Streptococcus sp. SR1	Good	WGS	2034	2082993	99.8	0.4	29	171751	6	99.6	99.3
1328.58	Streptococcus anginosus strain 11	Good	WGS	1903	1850270	98.3	0.1	24	244072	3	99.8	99.3
1313.8365	Streptococcus pneumoniae strain 2842STDY5644304	Good	WGS	2230	2104518	99.9	0.3	31	120007	4	99.4	98.7
1074093.3	Streptococcus mutans TCI-400	Good	WGS	1808	1869620	100	0	93	46397	13	99.1	98.8
1074108.3	Streptococcus mutans TCI-86	Good	WGS	1747	1820007	100	0	128	38097	15	99.2	98.8
1313.6433	Streptococcus pneumoniae strain 223832	Good	WGS	2262	2071342	100	0	161	65138	11	99.7	98.8
1313.7162	Streptococcus pneumoniae strain 2842STDY5644652	Good	WGS	2199	2061479	100	0	48	71652	10	99.6	98.8
1313.7183	Streptococcus pneumoniae strain 2842STDY5644682	Good	WGS	2127	2023178	100	0	50	74964	10	99.6	98.8
1313.7982	Streptococcus pneumoniae strain 2842STDY5753577	Good	WGS	2275	2132540	100	0	34	94890	6	99.3	98.8
1313.8304	Streptococcus pneumoniae strain 2842STDY5644409	Good	WGS	2316	2130883	100	0	55	122514	6	99.3	98.8
1313.8616	Streptococcus pneumoniae strain 2690STDY5561684	Good	WGS	2207	2076846	100	0	33	119972	6	99.7	98.8
1313.8634	Streptococcus pneumoniae strain 2690STDY5561678	Good	WGS	2208	2077603	100	0	32	114895	7	99.7	98.8
1313.8635	Streptococcus pneumoniae strain 2690STDY5561718	Good	WGS	2211	2076095	100	0	32	123420	5	99.7	98.8
1313.8637	Streptococcus pneumoniae strain 2690STDY5561831	Good	WGS	2195	2074331	100	0	31	132170	6	99.7	98.8
1313.8653	Streptococcus pneumoniae strain 2690STDY5561804	Good	WGS	2197	2076099	100	0	33	185988	4	99.7	98.8
1313.8672	Streptococcus pneumoniae strain 2690STDY5561825	Good	WGS	2201	2075726	100	0	28	131121	5	99.7	98.8
1313.8733	Streptococcus pneumoniae strain 2690STDY5561777	Good	WGS	2206	2074478	100	0	39	106857	6	99.7	98.8
1313.8734	Streptococcus pneumoniae strain 2690STDY5561797	Good	WGS	2207	2073426	100	0	39	110724	7	99.7	98.8
1313.8735	Streptococcus pneumoniae strain 2690STDY5561714	Good	WGS	2203	2076375	100	0	36	105918	5	99.7	98.8
1313.8737	Streptococcus pneumoniae strain 2690STDY5561929	Good	WGS	2194	2075043	100	0	31	114919	6	99.7	98.8
1313.8746	Streptococcus pneumoniae strain 2690STDY5561863	Good	WGS	2202	2075814	100	0	33	123258	5	99.7	98.8
1313.8749	Streptococcus pneumoniae strain 2690STDY5561799	Good	WGS	2202	2073059	100	0	40	84635	6	99.7	98.8
1313.8764	Streptococcus pneumoniae strain 2690STDY5561826	Good	WGS	2202	2074294	100	0	33	130911	5	99.7	98.8
1313.8832	Streptococcus pneumoniae strain 2690STDY5561778	Good	WGS	2199	2075250	100	0	32	131152	5	99.7	98.8
1313.8834	Streptococcus pneumoniae strain B10366	Good	WGS	2367	2179825	100	0	51	105581	7	99.4	98.8
1313.8837	Streptococcus pneumoniae strain 2690STDY5561782	Good	WGS	2199	2074834	100	0	30	123420	5	99.7	98.8
1313.8838	Streptococcus pneumoniae strain 2690STDY5561741	Good	WGS	2199	2076269	100	0	40	110724	6	99.7	98.8
1313.8875	Streptococcus pneumoniae strain 2690STDY5561753	Good	WGS	2193	2073706	100	0	37	122653	5	99.7	98.8
1313.8905	Streptococcus pneumoniae strain 2690STDY5561883	Good	WGS	2203	2075759	100	0	31	131196	5	99.7	98.8
1313.8908	Streptococcus pneumoniae strain 2690STDY5561763	Good	WGS	2219	2076106	100	0	41	87295	5	99.7	98.8
1313.8973	Streptococcus pneumoniae strain 2690STDY5561844	Good	WGS	2198	2076063	100	0	34	123420	5	99.7	98.8
1313.8976	Streptococcus pneumoniae strain 2690STDY5561706	Good	WGS	2201	2075490	100	0	35	107274	6	99.7	98.8
1313.9007	Streptococcus pneumoniae strain 2690STDY5561838	Good	WGS	2190	2073590	100	0	28	123061	5	99.7	98.8
1313.9018	Streptococcus pneumoniae strain 2690STDY5561698	Good	WGS	2199	2074033	100	0	33	114895	5	99.7	98.8
1313.9032	Streptococcus pneumoniae strain 2690STDY5561820	Good	WGS	2205	2074970	100	0	34	131122	5	99.7	98.8
1313.9041	Streptococcus pneumoniae strain 2690STDY5561864	Good	WGS	2207	2075516	100	0	37	123188	6	99.7	98.8
1313.9042	Streptococcus pneumoniae strain 2690STDY5561865	Good	WGS	2201	2077067	100	0	27	131001	4	99.7	98.8
1313.9084	Streptococcus pneumoniae strain 2690STDY5561915	Good	WGS	2197	2076677	100	0	37	81438	5	99.7	98.8
1313.9103	Streptococcus pneumoniae strain 2690STDY5561895	Good	WGS	2222	2075507	100	0	37	112215	6	99.7	98.8
1313.9104	Streptococcus pneumoniae strain 2690STDY5561677	Good	WGS	2216	2075923	100	0	33	123258	5	99.7	98.8
1313.9121	Streptococcus pneumoniae strain 2690STDY5561694	Good	WGS	2197	2077627	100	0	31	131151	4	99.7	98.8
1313.9134	Streptococcus pneumoniae strain 2690STDY5561859	Good	WGS	2191	2075154	100	0	31	114919	6	99.7	98.8
1313.9150	Streptococcus pneumoniae strain 2690STDY5561723	Good	WGS	2188	2075689	100	0	35	123172	4	99.7	98.8
1313.9185	Streptococcus pneumoniae strain 2690STDY5561914	Good	WGS	2215	2077111	100	0	28	132405	5	99.8	98.8
1313.9203	Streptococcus pneumoniae strain 2690STDY5561854	Good	WGS	2198	2075275	100	0	32	123259	5	99.7	98.8
1313.9206	Streptococcus pneumoniae strain 2690STDY5561823	Good	WGS	2195	2076037	100	0	29	123258	5	99.7	98.8
1313.9238	Streptococcus pneumoniae strain 2690STDY5561850	Good	WGS	2197	2075681	100	0	36	131241	5	99.7	98.8
1313.9240	Streptococcus pneumoniae strain 2690STDY5561840	Good	WGS	2199	2077402	100	0	32	123357	4	99.7	98.8
1313.9249	Streptococcus pneumoniae strain 2690STDY5561848	Good	WGS	2196	2076579	100	0	30	123258	5	99.7	98.8
1313.9254	Streptococcus pneumoniae strain 2690STDY5561700	Good	WGS	2210	2077361	100	0	35	114940	5	99.7	98.8
1313.9261	Streptococcus pneumoniae strain 2690STDY5561846	Good	WGS	2201	2074847	100	0	34	130954	5	99.7	98.8
1313.9262	Streptococcus pneumoniae strain 2690STDY5561923	Good	WGS	2205	2076049	100	0	29	131241	5	99.7	98.8
1313.9264	Streptococcus pneumoniae strain 2690STDY5561743	Good	WGS	2201	2076622	100	0	30	152214	5	99.7	98.8
1313.9265	Streptococcus pneumoniae strain 2690STDY5561691	Good	WGS	2204	2074944	100	0	29	114940	6	99.7	98.8
1313.9284	Streptococcus pneumoniae strain 2690STDY5561687	Good	WGS	2199	2075794	100	0	34	123258	5	99.7	98.8
1313.9351	Streptococcus pneumoniae strain 2690STDY5561830	Good	WGS	2200	2076188	100	0	29	132417	4	99.7	98.8
1313.9352	Streptococcus pneumoniae strain 2690STDY5561885	Good	WGS	2207	2077344	100	0	33	123235	5	99.7	98.8
1313.9358	Streptococcus pneumoniae strain 2690STDY5561724	Good	WGS	2197	2076045	100	0	35	131241	4	99.7	98.8
1313.9379	Streptococcus pneumoniae strain 2690STDY5561746	Good	WGS	2218	2075607	100	0	34	133315	5	99.7	98.8
1307.2017	Streptococcus suis strain 82	Good	WGS	1993	2104063	100	0	60	82848	9	99.3	98.8
1313.7914	Streptococcus pneumoniae strain 2842STDY5753693	Good	WGS	2161	2077842	99.8	0	30	164429	5	99.7	98.9
1313.8007	Streptococcus pneumoniae strain 2842STDY5753153	Good	WGS	2173	2069361	99.8	0	31	180904	5	99.7	98.9
1313.9926	Streptococcus pneumoniae strain SB36	Good	WGS	2182	2064235	100	0	194	19539	34	99.1	98.7
1311.501	Streptococcus agalactiae strain 299693	Good	WGS	2220	2110119	100	0	32	99698	7	99.7	98.7
1074122.3	Streptococcus mutans TCI-143	Good	WGS	1695	1776306	100	0	157	26208	21	99	98.7
1074165.3	Streptococcus mutans TCI-227	Good	WGS	1733	1802905	100	0	130	28411	21	99.2	98.7
1313.7189	Streptococcus pneumoniae strain 2842STDY5643920	Good	WGS	2195	2086534	100	0	38	132445	5	99.3	98.7
1313.7323	Streptococcus pneumoniae strain 2842STDY5644551	Good	WGS	2292	2129176	100	0	67	54740	12	99.4	98.7
1313.7525	Streptococcus pneumoniae strain 2842STDY5643844	Good	WGS	2314	2159061	100	0	28	200937	4	99.6	98.7
1313.7580	Streptococcus pneumoniae strain 2842STDY5644658	Good	WGS	2262	2112369	100	0	37	123413	6	99.6	98.7
1313.7612	Streptococcus pneumoniae strain 2842STDY5753601	Good	WGS	2370	2180649	100	0	54	109913	7	99.6	98.7
1313.7689	Streptococcus pneumoniae strain 2842STDY5753199	Good	WGS	2317	2152683	100	0	33	187571	5	99.6	98.7
1313.7721	Streptococcus pneumoniae strain 2842STDY5881909	Good	WGS	2286	2146371	100	0	46	109307	7	99.3	98.7
1313.7963	Streptococcus pneumoniae strain 2842STDY5753264	Good	WGS	2278	2127450	100	0	66	56265	12	99.5	98.7
1313.8032	Streptococcus pneumoniae strain 2842STDY5753590	Good	WGS	2255	2089796	100	0	67	54753	12	99.3	98.7
1313.8111	Streptococcus pneumoniae strain 2842STDY5644073	Good	WGS	2336	2138164	100	0	61	71884	11	99.3	98.7
1313.8216	Streptococcus pneumoniae strain 2842STDY5753748	Good	WGS	2263	2114536	100	0	45	128572	6	99.6	98.7
1313.8292	Streptococcus pneumoniae strain 2842STDY5644680	Good	WGS	2259	2116057	100	0	34	215826	4	99.6	98.7
1313.8310	Streptococcus pneumoniae strain 2842STDY5753598	Good	WGS	2237	2070527	100	0	85	51879	15	99.3	98.7
1313.8338	Streptococcus pneumoniae strain 2842STDY5881871	Good	WGS	2219	2075655	100	0	34	115511	7	99.6	98.7
1313.8353	Streptococcus pneumoniae strain 2842STDY5644291	Good	WGS	2267	2113278	100	0	45	99857	7	99.6	98.7
1313.8497	Streptococcus pneumoniae strain 2842STDY5644615	Good	WGS	2198	2058955	100	0	42	138359	5	99.6	98.7
1307.1831	Streptococcus suis strain 2795	Good	WGS	2589	2482817	100	0	218	36950	19	99.5	98.7
1303.137	Streptococcus oralis strain CCUG 13229	Good	WGS	1875	1910194	100	0.2	11	418516	2	99.7	99.6
1313.7218	Streptococcus pneumoniae strain 2842STDY5643661	Good	WGS	2097	2000848	100	0.1	32	93101	7	99.5	99.1
1313.8394	Streptococcus pneumoniae strain 2842STDY5753361	Good	WGS	2104	2002293	100	0.1	32	85463	8	99.6	99.1
1313.7841	Streptococcus pneumoniae strain 2842STDY5644225	Good	WGS	2153	2057618	99.6	0	39	140704	4	99.9	99
1313.7185	Streptococcus pneumoniae strain 2842STDY5643690	Good	WGS	2257	2101004	99.7	0	27	202117	4	99.7	98.9
1074161.3	Streptococcus mutans TCI-220	Good	WGS	1715	1790639	99.8	0	145	35359	17	99.2	98.8
1074153.3	Streptococcus mutans TCI-201	Good	WGS	1719	1770853	100	0	146	26835	19	99	98.6
1313.7270	Streptococcus pneumoniae strain 2842STDY5644471	Good	WGS	2254	2115295	100	0	58	73255	10	99.4	98.6
1313.7771	Streptococcus pneumoniae strain 2842STDY5643735	Good	WGS	2249	2116108	100	0	59	74160	10	99.4	98.6
1313.8493	Streptococcus pneumoniae strain 2842STDY5644612	Good	WGS	2225	2113329	100	0	49	99928	8	99.4	98.6
1715207.3	Streptococcus sp. HMSC061D10	Good	WGS	2095	2096062	99.8	0.2	52	142591	5	99.8	99.7
1313.8601	Streptococcus pneumoniae strain B17099	Good	WGS	2236	2095600	100	0.2	32	135666	6	99.8	99.5
1313.8657	Streptococcus pneumoniae strain A32572	Good	WGS	2263	2082823	100	0.2	49	73555	10	99.8	99.5
1307.1907	Streptococcus suis strain 895	Good	WGS	2267	2215551	99.2	0	58	123985	6	99.6	99.3
1313.8026	Streptococcus pneumoniae strain 2842STDY5753525	Good	WGS	2210	2089027	99.9	0	51	81972	9	99.2	98.6
1074138.3	Streptococcus mutans TCI-170	Good	WGS	1819	1899487	100	0	86	47528	15	98.9	98.5
1313.8406	Streptococcus pneumoniae strain 2842STDY5644611	Good	WGS	2201	2051819	100	0.2	16	395232	2	99.8	99.4
1154968.3	Streptococcus agalactiae GB00992	Good	WGS	1941	1961067	99.1	0	138	25961	27	99.4	99.3
563037.3	Streptococcus sp. M143	Good	WGS	1786	1880978	100	0.3	13	1002425	1	99.9	99.8
1313.8012	Streptococcus pneumoniae strain 2842STDY5753256	Good	WGS	2294	2121583	99.8	0	51	68636	11	99.3	98.6
1074095.3	Streptococcus mutans TCI-11	Good	WGS	1721	1799918	100	0	141	31032	20	98.9	98.4
1313.7220	Streptococcus pneumoniae strain 2842STDY5643670	Good	WGS	2236	2101309	100	0	54	70120	10	99.3	98.4
1313.7737	Streptococcus pneumoniae strain 2842STDY5753217	Good	WGS	2253	2112810	100	0	50	77946	9	99.3	98.4
1313.7991	Streptococcus pneumoniae strain 2842STDY5643653	Good	WGS	2244	2114386	100	0	50	76276	8	99.3	98.4
1313.8056	Streptococcus pneumoniae strain 2842STDY5753155	Good	WGS	2235	2101592	100	0	53	75354	9	99.3	98.4
1313.7273	Streptococcus pneumoniae strain 2842STDY5644257	Good	WGS	2344	2135172	100	0.2	31	251085	4	99.7	99.3
1313.7352	Streptococcus pneumoniae strain 2842STDY5753160	Good	WGS	2189	2075584	100	0.2	48	118728	6	99.9	99.3
1313.7600	Streptococcus pneumoniae strain 2842STDY5753129	Good	WGS	2300	2135061	100	0.2	32	123579	5	99.7	99.3
1314.737	Streptococcus pyogenes strain NCTC12840	Good	Complete	1855	1838787	99.1	0	1	1838787	1	99.8	99.2
1074148.3	Streptococcus mutans TCI-187	Good	WGS	1692	1765562	100	0	127	38101	15	98.8	98.3
1313.13973	Streptococcus pneumoniae strain CCUG 69382	Good	WGS	2250	2062498	99.8	0.2	44	98287	8	99.7	99.4
1095727.3	Streptococcus sp. SK643	Good	WGS	1758	1860312	99	0	31	152388	4	99.6	99.2
1902136.3	Streptococcus sp. NPS 308	Good	Complete	1872	1924728	100	0.3	1	1924728	1	99.8	99.6
1313.7665	Streptococcus pneumoniae strain 2842STDY5643954	Good	WGS	2260	2119937	99.8	0	54	65539	10	99.3	98.4
28037.97	Streptococcus mitis strain SK642	Good	WGS	1858	1989639	99.8	0.2	11	505369	2	99.6	99.3
1313.7281	Streptococcus pneumoniae strain 2842STDY5753207	Good	WGS	2264	2124176	100	0.2	34	144129	5	99.9	99.1
1313.8553	Streptococcus pneumoniae strain 2842STDY5644574	Good	WGS	2083	1985571	100	0.2	33	118793	5	99.5	99.1
1313.8912	Streptococcus pneumoniae strain C14269	Good	WGS	2242	2097242	100	0.3	25	174873	5	99.8	99.5
